RDC,RDC_NAME,RDC_LAT,RDC_LGT,CUSTOMER,QUANTITY,WEIGHT,CUSTOMER_LGT,CUSTOMER_LAT,CUSTOMER_NAME
28,成都市/资阳市/眉山市,30.659462,104.065735,859,3986807.07,29772.27822,104.897971,25.08812,黔西南州
28,成都市/资阳市/眉山市,30.659462,104.065735,916,6611311.53,49371.28956,107.028621,33.077668,汉中市
28,成都市/资阳市/眉山市,30.659462,104.065735,826,5857356.081,43740.97663,106.633369,30.456398,广安市
28,成都市/资阳市/眉山市,30.659462,104.065735,839,5010252.41,37415.06075,105.829757,32.433668,广元市
28,成都市/资阳市/眉山市,30.659462,104.065735,52,16661048.62,124419.7089,106.927231,27.725451,遵义市
28,成都市/资阳市/眉山市,30.659462,104.065735,995,994924.1296,7429.79469,89.184078,42.947613,吐鲁番地区
28,成都市/资阳市/眉山市,30.659462,104.065735,812,4380336.577,32711.03843,101.716007,26.580446,攀枝花市
28,成都市/资阳市/眉山市,30.659462,104.065735,976,147978.4718,1105.058799,97.008522,33.004049,玉树藏族自治州
28,成都市/资阳市/眉山市,30.659462,104.065735,857,5990402.395,44734.52656,105.28501,27.301693,毕节市
760,中山市,22.521113,113.382391,758,38521095.28,287663.9742,112.472529,23.051546,肇庆市
760,中山市,22.521113,113.382391,7313,21727079.35,162251.3054,113.17329,27.85595,株洲市
760,中山市,22.521113,113.382391,755,1444835375,10789596.79,114.085947,22.547,深圳市
760,中山市,22.521113,113.382391,8981,12851294.27,95969.60723,109.7525,18.40005,三亚市
760,中山市,22.521113,113.382391,770,5159178.956,38527.19948,108.345478,21.614631,防城港市
760,中山市,22.521113,113.382391,879,3065042.612,22888.81799,100.972344,22.777321,普洱市
760,中山市,22.521113,113.382391,744,4028443.298,30083.20507,110.479921,29.127401,张家界市
760,中山市,22.521113,113.382391,871,135383611.2,1011004.161,102.712251,25.040609,昆明市
760,中山市,22.521113,113.382391,776,7153451.558,53419.82853,106.616285,23.897742,百色市
760,中山市,22.521113,113.382391,737,9809084.431,73251.29751,112.355042,28.570066,益阳市
760,中山市,22.521113,113.382391,7312,10892969.46,81345.42547,112.90737,27.85632,湘潭市
760,中山市,22.521113,113.382391,792,19024832.86,142071.7399,115.992811,29.712034,九江市
760,中山市,22.521113,113.382391,751,18173383.86,135713.3744,113.591544,24.801322,韶关市
