RDC,RDC_NAME,RDC_LAT,RDC_LGT,CUSTOMER,WEIGHT,CUSTOMER_LGT,CUSTOMER_LAT,CUSTOMER_NAME,TYPE
711,EZhou,30.396536,114.890593,714,89369.13718289856,115.077048,30.220074,HuangShi,Normal
711,EZhou,30.396536,114.890593,715,89704.22067710804,114.328963,29.832798,XianNing,Normal
711,EZhou,30.396536,114.890593,716,169219.87232119223,112.23813,30.326857,JingZhou,Normal
711,EZhou,30.396536,114.890593,717,191901.863930615,111.290843,30.702636,YiChang,Normal
711,EZhou,30.396536,114.890593,718,67582.61763211529,109.48699,30.283114,EnShiZhou,Normal
711,EZhou,30.396536,114.890593,719,149849.33861047687,110.787916,32.646907,ShiYan,Normal
711,EZhou,30.396536,114.890593,722,77911.31248999036,113.37377,31.717497,SuiZhou,Normal
711,EZhou,30.396536,114.890593,724,294090.38001686835,112.204251,31.03542,JingMen,Normal
711,EZhou,30.396536,114.890593,728,98672.950403939,113.453974,30.364953,XianTao,Normal
711,EZhou,30.396536,114.890593,730,113952.08080353907,113.132855,29.37029,YueYang,Normal
711,EZhou,30.396536,114.890593,734,434101.9173596003,112.607693,26.900358,HengYang,Normal
711,EZhou,30.396536,114.890593,735,117795.04847349299,113.032067,25.793589,ChenZhou,Normal
711,EZhou,30.396536,114.890593,736,120629.38097905878,111.691347,29.040225,ChangDe,Normal
711,EZhou,30.396536,114.890593,737,84045.7097112555,112.355042,28.570066,YiYang,Normal
711,EZhou,30.396536,114.890593,738,137079.6112675122,112.008497,27.728136,LouDi,Normal
711,EZhou,30.396536,114.890593,739,117105.92726721977,111.46923,27.237842,ShaoYang,Normal
711,EZhou,30.396536,114.890593,743,53503.01844814993,109.739735,28.314296,XiangXiZhou,Normal
711,EZhou,30.396536,114.890593,744,34516.307648983595,110.479921,29.127401,ZhangJiaJie,Normal
711,EZhou,30.396536,114.890593,745,98619.47243213585,109.97824,27.550082,HuaiHua,Normal
711,EZhou,30.396536,114.890593,746,84187.86634516258,111.608019,26.434516,YongZhou,Normal
711,EZhou,30.396536,114.890593,751,155712.28435461476,113.591544,24.801322,ShaoGuan,Normal
711,EZhou,30.396536,114.890593,763,254736.56472520976,113.051227,23.685022,QingYuan,Normal
711,EZhou,30.396536,114.890593,770,44204.620717925,108.345478,21.614631,FangChengGang,Normal
711,EZhou,30.396536,114.890593,771,1236223.8415293961,108.320004,22.82402,NanNing/ChongZuo,Normal
711,EZhou,30.396536,114.890593,772,218031.0449140576,109.411703,24.314617,LiuZhou/LaiBin,Normal
711,EZhou,30.396536,114.890593,773,176306.0420532827,110.299121,25.274215,GuiLin,Normal
711,EZhou,30.396536,114.890593,774,116152.8008836906,111.297604,23.474803,WuZhou/HeZhou,Normal
711,EZhou,30.396536,114.890593,775,185855.58317007672,110.154393,22.63136,GuiGang/YuLin,Normal
711,EZhou,30.396536,114.890593,776,61291.848113552376,106.616285,23.897742,BaiSe,Normal
711,EZhou,30.396536,114.890593,777,69704.81309544196,108.624175,21.967127,QinZhou,Normal
711,EZhou,30.396536,114.890593,778,42619.23578168543,108.062105,24.695899,HeChi,Normal
711,EZhou,30.396536,114.890593,779,73304.76061505,109.119254,21.473343,BeiHai,Normal
711,EZhou,30.396536,114.890593,790,44543.765830246106,114.930835,27.810834,XinYu,Normal
711,EZhou,30.396536,114.890593,791,1081232.6412503636,115.892151,28.676493,NanChang,Normal
711,EZhou,30.396536,114.890593,792,163007.62741945416,115.992811,29.712034,JiuJiang,Normal
711,EZhou,30.396536,114.890593,793,148112.31993140312,117.971185,28.44442,ShangRao,Normal
711,EZhou,30.396536,114.890593,794,90645.83914265425,116.358351,27.98385,FuZhou,Normal
711,EZhou,30.396536,114.890593,795,155424.586405041,114.391136,27.8043,YiChun,Normal
711,EZhou,30.396536,114.890593,796,102686.50603458135,114.986373,27.111699,JiAn,Normal
711,EZhou,30.396536,114.890593,797,472124.6233664034,114.940278,25.85097,GanZhou,Normal
711,EZhou,30.396536,114.890593,798,55339.54677095862,117.214664,29.29256,JingDeZhen,Normal
711,EZhou,30.396536,114.890593,799,48110.543468609176,113.852186,27.622946,PingXiang,Normal
711,EZhou,30.396536,114.890593,812,37531.38216051693,101.716007,26.580446,PanZhiHua,Normal
711,EZhou,30.396536,114.890593,813,54031.02880266183,104.773447,29.352765,ZiGong,Normal
711,EZhou,30.396536,114.890593,816,152079.16695376174,104.741722,31.46402,MianYang,Normal
711,EZhou,30.396536,114.890593,817,106580.24393093065,106.082974,30.795281,NanChong,Normal
711,EZhou,30.396536,114.890593,818,81591.45232681988,107.502262,31.209484,DaZhou,Normal
711,EZhou,30.396536,114.890593,825,53533.480583987155,105.571331,30.513311,SuiNing,Normal
711,EZhou,30.396536,114.890593,826,50186.70726000404,106.633369,30.456398,GuangAn,Normal
711,EZhou,30.396536,114.890593,827,38701.12817666637,106.753669,31.858809,BaZhong,Normal
711,EZhou,30.396536,114.890593,830,93341.3996960727,105.443348,28.889138,LuZhou,Normal
711,EZhou,30.396536,114.890593,831,86712.83893789255,104.630825,28.760189,YiBin,Normal
